OffspID,Dam,Sire,DamOrigin,SireOrigin,DamNatalPop,SireNatalPop
Uts_0Y_2015_1020,usF2014,Uts_14A_033,NA,local,NA,TenoMainstem
Uts_0Y_2015_1021,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1022,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1024,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1025,usF2014,Uts_14A_074,NA,local,NA,TenoMainstem
Uts_0Y_2015_1026,Uts_14A_108,Uts_14A_103,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1027,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1028,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1029,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1030,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1031,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1032,usF2014,Uts_14A_054,NA,local,NA,TenoMainstem
Uts_0Y_2015_1033,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1034,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1035,usF2014,Uts_14A_033,NA,local,NA,TenoMainstem
Uts_0Y_2015_1036,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1037,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1038,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1039,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1040,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1041,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1042,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1043,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1044,NA,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1045,Uts_14A_108,Uts_14A_068,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1046,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1047,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1048,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1049,usF2014,Uts_14A_025,NA,local,NA,TenoMainstem
Uts_0Y_2015_1050,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1051,Uts_14A_066,Uts_14A_106,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1053,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1054,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1055,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1056,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1057,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1058,usF2014,Uts_14A_053,NA,local,NA,TenoMainstem
Uts_0Y_2015_1059,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1060,usF2014,Uts_14A_060,NA,local,NA,TenoMainstem
Uts_0Y_2015_1061,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1062,Uts_14A_108,Uts_14A_068,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1063,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1064,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1065,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1066,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1067,usF2014,Uts_14A_103,NA,local,NA,TenoMainstem
Uts_0Y_2015_1068,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1069,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1070,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1071,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1072,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1073,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1074,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1075,Uts_14A_024,Uts_14A_043,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1076,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1077,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1078,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1079,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1080,usF2014,Uts_14A_025,NA,local,NA,TenoMainstem
Uts_0Y_2015_1081,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1082,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1083,usF2014,Uts_14A_074,NA,local,NA,TenoMainstem
Uts_0Y_2015_1084,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1085,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1086,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1087,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1088,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1089,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1090,Uts_14A_108,Uts_14A_041,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1091,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1092,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1093,Uts_14A_108,Uts_14A_092,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1094,usF2014,Uts_14A_067,NA,local,NA,TenoMainstem
Uts_0Y_2015_1095,Uts_14A_108,Uts_14A_068,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1096,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1097,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1098,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1100,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1101,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1102,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1103,usF2014,Uts_14A_041,NA,local,NA,TenoMainstem
Uts_0Y_2015_1104,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1105,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1106,usF2014,Uts_14A_085,NA,local,NA,TenoMainstem
Uts_0Y_2015_1107,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1108,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1109,Uts_14A_066,Uts_14A_103,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1110,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1111,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1112,usF2014,Uts_14A_053,NA,local,NA,TenoMainstem
Uts_0Y_2015_1113,Uts_14A_024,Uts_14A_011,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1115,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1116,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1117,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1118,usF2014,Uts_14A_097,NA,local,NA,TenoMainstem
Uts_0Y_2015_1119,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1120,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1121,usF2014,Uts_14A_053,NA,local,NA,TenoMainstem
Uts_0Y_2015_1122,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1123,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1124,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1125,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1127,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1128,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1129,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1130,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1131,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1132,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1133,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1134,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1135,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1136,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1137,Uts_14A_066,Uts_14A_085,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1138,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1139,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1140,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1141,usF2014,Uts_14A_103,NA,local,NA,TenoMainstem
Uts_0Y_2015_1142,Uts_14A_108,Uts_14A_068,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1143,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1144,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1145,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1146,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1147,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1148,usF2014,Uts_14A_041,NA,local,NA,TenoMainstem
Uts_0Y_2015_1149,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1150,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1151,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1152,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1153,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1154,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1155,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1156,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1157,Uts_14A_024,Uts_14A_089,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1158,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1159,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1160,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1161,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1162,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1163,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1164,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1165,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1166,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1167,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1168,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1169,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1170,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1171,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1172,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1173,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1174,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1175,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1176,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1177,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1178,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1179,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1180,Uts_14A_066,Uts_14A_085,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1181,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1182,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1183,usF2014,Uts_14A_067,NA,local,NA,TenoMainstem
Uts_0Y_2015_1184,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1185,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1186,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1187,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1188,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1189,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1190,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1191,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1192,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1193,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1194,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1195,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1196,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1197,usF2014,Uts_14A_099,NA,local,NA,TenoMainstem
Uts_0Y_2015_1198,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1199,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1200,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1201,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1202,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1203,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1204,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1205,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1207,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1208,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1209,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1210,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1211,Uts_14A_108,Uts_14A_041,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1212,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1213,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1214,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1215,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1216,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1217,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1218,Uts_14A_108,NA,local,NA,TenoMainstem,NA
Uts_0Y_2015_1219,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1220,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1221,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1222,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1223,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1224,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1225,usF2014,Uts_14A_053,NA,local,NA,TenoMainstem
Uts_0Y_2015_1226,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1227,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1228,usF2014,Uts_14A_099,NA,local,NA,TenoMainstem
Uts_0Y_2015_1229,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1230,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1231,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1232,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1233,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1234,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1235,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1236,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1237,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1238,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1239,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1240,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1241,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1242,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1243,usF2014,Uts_14A_103,NA,local,NA,TenoMainstem
Uts_0Y_2015_1244,usF2014,Uts_14A_097,NA,local,NA,TenoMainstem
Uts_0Y_2015_1245,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1246,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1247,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1248,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1249,NA,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1250,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1251,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1252,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1253,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1254,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1255,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1256,Uts_14A_050,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1257,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1258,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1259,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1260,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1261,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1262,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1263,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1264,usF2014,Uts_14A_103,NA,local,NA,TenoMainstem
Uts_0Y_2015_1265,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1266,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1267,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1268,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1269,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1270,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1271,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1272,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1273,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1274,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1275,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1276,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1277,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1278,Uts_14A_108,Uts_14A_068,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1279,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1280,Uts_14A_066,NA,local,NA,TenoMainstem,NA
Uts_0Y_2015_1281,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1282,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1283,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1284,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1285,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1286,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1287,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1288,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1289,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1290,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1291,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1292,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1293,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1294,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1295,usF2014,Uts_14A_033,NA,local,NA,TenoMainstem
Uts_0Y_2015_1296,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1297,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1298,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1299,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1300,Uts_14A_108,Uts_14A_076,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1301,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1302,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1303,usF2014,Uts_14A_099,NA,local,NA,TenoMainstem
Uts_0Y_2015_1304,usF2014,Uts_14A_076,NA,local,NA,TenoMainstem
Uts_0Y_2015_1305,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1306,usF2014,Uts_14A_025,NA,local,NA,TenoMainstem
Uts_0Y_2015_1307,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1308,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1309,Uts_14A_024,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1310,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1311,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1312,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1313,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1314,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1315,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1316,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1317,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1318,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1319,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1320,NA,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1321,usF2014,Uts_14A_025,NA,local,NA,TenoMainstem
Uts_0Y_2015_1322,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1323,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1324,Uts_14A_108,Uts_14A_103,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1325,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1326,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1327,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1328,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1329,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1330,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1331,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1332,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1333,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1334,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1335,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1336,usF2014,Uts_14A_083,NA,local,NA,TenoMainstem
Uts_0Y_2015_1337,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1338,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_1339,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1340,usF2014,Uts_14A_068,NA,local,NA,TenoMainstem
Uts_0Y_2015_1341,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1342,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1343,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1344,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1345,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1346,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_1347,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1348,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1349,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1350,usF2014,Uts_14A_012,NA,local,NA,TenoMainstem
Uts_0Y_2015_1351,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_1352,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1353,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1354,Uts_14A_024,Uts_14A_091,local,local,TenoMainstem,TenoMainstem
Uts_0Y_2015_1355,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1356,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1357,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1358,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1359,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1360,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1361,usF2014,Uts_14A_085,NA,local,NA,TenoMainstem
Uts_0Y_2015_1362,usF2014,Uts_14A_085,NA,local,NA,TenoMainstem
Uts_0Y_2015_1363,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_1364,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_1365,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_1366,usF2014,Uts_14A_076,NA,local,NA,TenoMainstem
